epoch,loss,lr,perplexity,sparse_categorical_accuracy,val_loss,val_perplexity,val_sparse_categorical_accuracy
0,2.9037303924560547,0.001,19.437471389770508,0.35626986622810364,2.5378642082214355,10.798478126525879,0.3692341148853302
1,2.4057695865631104,0.001,8.516876220703125,0.39734089374542236,2.2860121726989746,7.843900680541992,0.42610421776771545
2,2.205927610397339,0.001,6.846671104431152,0.44811689853668213,2.152208089828491,6.702917098999023,0.47187772393226624
3,2.059091567993164,0.001,5.837937355041504,0.4924992024898529,2.050128698348999,5.986824989318848,0.5037804841995239
4,1.9573909044265747,0.001,5.2194671630859375,0.5236397981643677,1.989627718925476,5.556082725524902,0.5218124389648438
5,1.8814431428909302,0.001,4.823031902313232,0.5467143058776855,1.9457389116287231,5.297361850738525,0.5345681309700012
6,1.8202199935913086,0.001,4.4991607666015625,0.5659054517745972,1.9395549297332764,5.256355285644531,0.5304340720176697
7,1.7704299688339233,0.001,4.276712417602539,0.5815330147743225,1.915061116218567,5.089252948760986,0.5446584224700928
8,1.7302265167236328,0.001,4.09093713760376,0.5940377116203308,1.912898302078247,5.0937724113464355,0.5451751351356506
9,1.696236252784729,0.001,3.9308412075042725,0.6051762104034424,1.9045771360397339,5.034219741821289,0.54386967420578
10,1.6663762331008911,0.001,3.811152696609497,0.6140667796134949,1.8969433307647705,4.987898349761963,0.5457735061645508
11,1.6412353515625,0.001,3.708508253097534,0.6212782263755798,1.899550437927246,5.011397838592529,0.551376223564148
12,1.619233250617981,0.001,3.6240367889404297,0.6287352442741394,1.886459469795227,4.918815612792969,0.5531168580055237
13,1.5988941192626953,0.001,3.5424587726593018,0.6335541009902954,1.8992329835891724,4.962231636047363,0.5535247921943665
14,1.5804517269134521,0.001,3.4699583053588867,0.6390997767448425,1.8891675472259521,4.949555397033691,0.551376223564148
15,1.5642435550689697,0.001,3.4148905277252197,0.6441978812217712,1.8939458131790161,4.953903675079346,0.5560269951820374
16,1.5489428043365479,0.001,3.354564666748047,0.64854896068573,1.900355339050293,4.980319976806641,0.5566797256469727
17,1.5208261013031006,0.0005,3.25188946723938,0.6568607687950134,1.9004677534103394,4.984101295471191,0.5539599657058716
18,1.5108026266098022,0.0005,3.220062494277954,0.6595091223716736,1.9015063047409058,4.9893012046813965,0.5532800555229187
19,1.5025606155395508,0.0005,3.1933751106262207,0.6617535948753357,1.9014657735824585,4.979959964752197,0.5570061206817627
20,1.495266079902649,0.0005,3.170313596725464,0.6639745831489563,1.9036486148834229,4.988420009613037,0.5527361035346985
21,1.4809924364089966,0.00025,3.1131751537323,0.6685982346534729,1.902938723564148,4.9894232749938965,0.5523281097412109
22,1.475867748260498,0.00025,3.0975749492645264,0.6704692244529724,1.9068797826766968,5.0052313804626465,0.5519745349884033
