epoch,loss,lr,perplexity,sparse_categorical_accuracy,val_loss,val_perplexity,val_sparse_categorical_accuracy
0,2.892493486404419,0.001,19.387605667114258,0.3583797812461853,2.500826358795166,10.275603294372559,0.37459203600883484
1,2.377858877182007,0.001,8.250139236450195,0.40319281816482544,2.269237756729126,7.6583991050720215,0.4258866310119629
2,2.186025381088257,0.001,6.700425148010254,0.4531174302101135,2.1258368492126465,6.522697448730469,0.4804721474647522
3,2.0456371307373047,0.001,5.745243549346924,0.4965474009513855,2.0391640663146973,5.882101058959961,0.5048139691352844
4,1.94184410572052,0.001,5.138678073883057,0.5286403894424438,1.9846218824386597,5.5308918952941895,0.5223835706710815
5,1.8644659519195557,0.001,4.73150110244751,0.5526940822601318,1.9614776372909546,5.383188724517822,0.533643364906311
6,1.8054896593093872,0.001,4.43363094329834,0.5709093809127808,1.9382874965667725,5.224669933319092,0.5396540760993958
7,1.7572612762451172,0.001,4.21013879776001,0.5857393741607666,1.9236606359481812,5.126943588256836,0.5420746207237244
8,1.7174562215805054,0.001,4.034914016723633,0.5988935828208923,1.9238531589508057,5.13730525970459,0.5407691597938538
9,1.682633638381958,0.001,3.8785438537597656,0.6101060509681702,1.9102466106414795,5.059439659118652,0.5465894341468811
10,1.6549890041351318,0.001,3.767010450363159,0.6178827881813049,1.8981987237930298,4.998774528503418,0.5517297387123108
11,1.630030870437622,0.001,3.663886070251465,0.6251043081283569,1.8960732221603394,4.975446701049805,0.5462086796760559
12,1.6080433130264282,0.001,3.576322317123413,0.6312490105628967,1.906655192375183,5.027726173400879,0.5482484698295593
13,1.5875400304794312,0.001,3.501857042312622,0.6379556059837341,1.902645230293274,5.001766681671143,0.5478677153587341
14,1.5699503421783447,0.001,3.431522846221924,0.6430066227912903,1.8976489305496216,4.9700608253479,0.5463446378707886
15,1.5539473295211792,0.001,3.3783340454101562,0.6469606161117554,1.8982598781585693,4.98145866394043,0.548710823059082
16,1.524184226989746,0.0005,3.2671024799346924,0.6561810374259949,1.8990579843521118,4.985971450805664,0.5508050322532654
17,1.5144462585449219,0.0005,3.230344533920288,0.6589370369911194,1.894870400428772,4.960437297821045,0.5533344149589539
18,1.5049577951431274,0.0005,3.196925401687622,0.6612791419029236,1.8967632055282593,4.958343982696533,0.5507234334945679
19,1.4969186782836914,0.0005,3.167710304260254,0.6635169386863708,1.9017330408096313,4.991586685180664,0.5478405356407166
20,1.4894461631774902,0.0005,3.141645669937134,0.666491687297821,1.90484619140625,5.009492874145508,0.5482212901115417
21,1.4825971126556396,0.0005,3.115878105163574,0.667682945728302,1.9077016115188599,5.011573791503906,0.5494995713233948
22,1.4679722785949707,0.00025,3.065427780151367,0.6727204918861389,1.9073023796081543,5.014658451080322,0.5514034032821655
23,1.4637597799301147,0.00025,3.049286365509033,0.6738410592079163,1.9108765125274658,5.0347700119018555,0.5485748648643494
24,1.4586713314056396,0.00025,3.036728620529175,0.6752375960350037,1.9105695486068726,5.035716533660889,0.5503698587417603
25,1.4549182653427124,0.00025,3.024193525314331,0.6760081648826599,1.9111980199813843,5.032468795776367,0.5501523017883301
26,1.4473868608474731,0.000125,2.998640298843384,0.6787473559379578,1.9120806455612183,5.04182767868042,0.5487380623817444
27,1.443926215171814,0.000125,2.988661766052246,0.6802179217338562,1.9130929708480835,5.046298027038574,0.5494451522827148
